province,year,PDRB per Orang yang Bekerja,PDRB per Kapita,Keluhan Kesehatan per Bulan (Persen),Keterbukaan Perdagangan,Sektor Formal,Pengangguran (Persen),Indeks Pembangunan Manusia,Belanja Pemerintah,Belanja Modal Pemerintah,Wilayah,Kemiskinan (Persen),Rasio Gini,Sanitasi yang Layak,Air Bersih,Tingkat Kelulusan Sekolah (SMA),Pertanian,Angka Harapan Hidup,PDRB Nominal,Populasi (ribuan),Investasi Sektor Swasta,PMA,PMDN
BANTEN,2018,76.96554087,34183.75,32.41,1.502356792,0.5601,8.095,71.95,34150.82,6926.22,Indonesia Bagian Barat,5.245,0.376,70.65,72.83,67.54,35573.81651,69.67,613804414.4,12689.7,56523.42,37885.82,18637.6
BANTEN,2019,80.47857003,35913.9,34.29,1.40798341,0.5786,7.83,72.44,36934.2,6871.9,Indonesia Bagian Barat,5.015,0.3655,81.01,91.64,56.94,37018.35318,69.89,661321340.8,12927.3,48731.4,28023,20708.4
BANTEN,2020,78.61648969,37164.35,32.22,1.37757077,0.5083,9.315,72.45,32749.66,4278.88,Indonesia Bagian Barat,6.275,0.364,82,92.87,64.24,39008.75503,70.005,625979345.1,11904.6,62013.54,30867.84,31145.7
BANTEN,2021,81.0174907,38199.27,28.41,1.433835093,0.5113,8.995,72.72,36102.66,5311.57,Indonesia Bagian Barat,6.58,0.364,82.89,93.51,66.9,40237.64575,70.07,665921915.5,12061.5,57963.5,31974,25989.5
BALI,2015,53.24426843,31093.61,35.29,1.579479745,0.472,1.68,73.27,18830.3,2835.91,Indonesia Bagian Barat,4.995,0.388,85.46,91.27,69.08,25843.6468,71.4,176412667.7,4148.4,7447.9,6197.5,1250.4
BALI,2016,58.87336077,32689.09,31.18,1.55321779,0.4568,2.005,73.65,22046.85,4085.34,Indonesia Bagian Barat,4.2,0.37,89.33,88.71,73.65,28143.78526,71.435,194089575.1,4200.1,6655.52,6173.22,482.3
BALI,2017,59.45996667,34129.84,28.9,1.376779498,0.502,1.38,74.3,24057.36,3974.13,Indonesia Bagian Barat,4.195,0.3815,90.51,90.85,74.62,29782.34206,71.465,213035855.3,4246.5,12388.27,11795.77,592.5
BALI,2018,58.79745039,35896.35,30.33,1.163659187,0.5062,1.14,74.77,24932.93,3146.07,Indonesia Bagian Barat,3.96,0.3705,91.14,90.9,78.67,32126.08396,71.685,233636772.7,4292.2,14982.3,13433.5,1548.8
BALI,2019,63.85492969,37297.5,28.53,1.066480124,0.5054,1.395,75.38,26067.82,3038.86,Indonesia Bagian Barat,3.7,0.37,94.59,96.84,64.52,33881.27238,72,251934097.8,4336.9,13783.2,6390,7393.2
BALI,2020,56.58826132,34221.73,25.48,0.397207779,0.4331,3.44,75.5,22604.13,2157.82,Indonesia Bagian Barat,4.115,0.369,95.01,97.36,74.88,33834.54171,72.155,223900894.6,4317.4,9656.22,4223.52,5432.7
BALI,2021,59.27202808,32977.09,23.62,0.200809989,0.429,5.395,75.69,21726.64,2576.89,Indonesia Bagian Barat,4.625,0.3765,95.95,97.56,75.86,34541.51219,72.28,219800030.5,4362.7,12954.4,6599.2,6355.2
NUSA TENGGARA BARAT,2015,38.99769466,18475.14,34.87,0.543641228,0.268,5.335,65.19,15166.61,3158.41,Indonesia Bagian Timur,16.82,0.364,63.72,71.7,51.83,22480.15599,65.425,105664742.5,4846.7,9090.3,8742.5,347.8
NUSA TENGGARA BARAT,2016,41.17914155,19305.79,34.64,0.559930579,0.2689,3.8,65.81,17375.06,3650.43,Indonesia Bagian Timur,16.25,0.362,70.31,73.98,55.01,24661.77265,65.47,116464762.2,4896.2,7357.1,6014.3,1342.8
NUSA TENGGARA BARAT,2017,39.03864711,19091.26,30.89,0.541052692,0.2638,3.59,66.58,20234.99,4628.11,Indonesia Bagian Timur,15.56,0.3745,69.25,70.48,59.1,27183.24387,65.495,123822764.7,4955.6,7170.43,1756.93,5413.5
NUSA TENGGARA BARAT,2018,36.19285513,18020.5,38.62,0.547239231,0.2819,3.43,67.3,20385.98,4021.46,Indonesia Bagian Timur,14.69,0.3815,73.7,73.61,52.6,29088.81001,65.815,123868015.4,5013.7,7506.54,3371.44,4135.1
NUSA TENGGARA BARAT,2019,36.97354873,18219.11,44.39,0.617711737,0.2898,3.215,68.14,21184.11,4098.16,Indonesia Bagian Timur,14.22,0.377,80.02,93.93,57.6,30364.74767,66.24,132500099.8,5070.4,7579.5,4060.5,3519
NUSA TENGGARA BARAT,2020,36.51901139,17583.11,44,0.633837103,0.2653,3.63,68.25,20165.39,2755.42,Indonesia Bagian Timur,14.1,0.381,82.89,94.13,64.66,30976.84185,66.51,133613744.2,5320.1,10932.64,4350.24,6582.4
NUSA TENGGARA BARAT,2021,36.17153075,17706.29,42.15,0.679929215,0.2611,3.49,68.65,20487.56,2797.22,Indonesia Bagian Timur,13.985,0.3825,82.85,94.6,65.71,31960.40612,66.735,140153319.1,5390,12655.82,3565.32,9090.5
NUSA TENGGARA TIMUR,2015,24.35956449,11087.91,37.03,0.929225727,0.214,3.475,62.67,19979.65,4382.45,Indonesia Bagian Timur,22.595,0.3435,23.9,62.72,37.78,22752.44641,66,76120790.89,5126.1,2169.45,873.75,1295.7
NUSA TENGGARA TIMUR,2016,25.31277778,11468.79,31.81,0.767213433,0.252,3.42,63.13,24103.87,5478.74,Indonesia Bagian Timur,22.1,0.349,40.46,60.04,48.95,24309.28275,66.045,83742790.3,5203.5,1619.54,797.34,822.2
NUSA TENGGARA TIMUR,2017,25.88953998,11863.41,34.86,0.747260835,0.2414,3.24,63.73,25344.36,5040.32,Indonesia Bagian Timur,21.615,0.359,45.31,65.2,41.44,26147.69913,66.08,90758927.03,5287.3,2930.6,1848.7,1081.9
NUSA TENGGARA TIMUR,2018,24.28420698,12273.85,37.71,0.767705686,0.2435,2.835,64.39,26052.58,4802.65,Indonesia Bagian Timur,21.19,0.355,50.72,72.41,43.41,28035.09209,66.395,98930187.65,5371.5,5591.46,1345.36,4246.1
NUSA TENGGARA TIMUR,2019,25.86840307,12761.98,40.39,0.745635758,0.2774,3.06,65.23,27845.86,5292.96,Indonesia Bagian Timur,20.855,0.3575,64.55,82.35,43.85,29804.48878,66.895,106731763.3,5456.2,5654.6,1902,3752.6
NUSA TENGGARA TIMUR,2020,24.70913158,12960.95,34.44,0.617389431,0.239,3.46,65.19,27332.42,4298.75,Indonesia Bagian Timur,21.055,0.355,69.7,83.87,50.65,30355.08943,67.055,106480968,5325.6,4199.22,1170.72,3028.5
NUSA TENGGARA TIMUR,2021,25.34155286,13092.38,30.14,0.586743001,0.2403,3.575,65.28,26719.3,4044.27,Indonesia Bagian Timur,20.715,0.3425,73.36,85.4,44.88,32343.37831,67.195,110885751,5387.7,4896,1153.4,3742.6
KALIMANTAN BARAT,2015,49.77056819,23456.52,25.62,0.196251443,0.3444,4.965,65.59,20182.88,4555.77,Indonesia Bagian Barat,8.235,0.332,39.78,68.39,35.69,30127.03484,69.92,146653547.2,4795.5,22839.75,16696.25,6143.5
KALIMANTAN BARAT,2016,51.26978908,24308.85,24.93,0.17527702,0.3819,4.405,65.88,22538.02,5483.47,Indonesia Bagian Barat,7.935,0.336,52.06,66.19,35.69,32627.56238,69.94,161364237.5,4861.7,17656.09,8640.59,9015.5
KALIMANTAN BARAT,2017,51.800688,25198.01,24.5,0.189714111,0.3857,4.29,66.26,23828.52,5466.27,Indonesia Bagian Barat,7.87,0.328,49.65,68.77,42.7,36026.74612,69.95,177493653.8,4932.5,19940.62,7559.72,12380.9
KALIMANTAN BARAT,2018,51.54780821,26110.57,28.68,0.208475335,0.4045,4.135,66.98,24182.51,4810.37,Indonesia Bagian Barat,7.57,0.332,53.97,72.88,47.66,39178.02013,70.21,194138220.8,5001.7,13182.86,6591.46,6591.4
KALIMANTAN BARAT,2019,53.89862313,27199.78,27.52,0.217637493,0.3989,4.205,67.65,25599.52,5091.94,Indonesia Bagian Barat,7.385,0.324,72.08,77.07,49.29,42624.26128,70.61,212150332.2,5069.1,15683.6,7984.5,7699.1
KALIMANTAN BARAT,2020,53.22856742,24953.61,25.84,0.215743605,0.3699,5.14,67.66,24826.92,3990.55,Indonesia Bagian Barat,7.205,0.321,75.81,78.83,55.23,44753.6273,70.735,214001753.7,5414.4,20190.42,10933.92,9256.5
KALIMANTAN BARAT,2021,55.70833728,25807.4,21.32,0.233237307,0.3913,5.775,67.9,26117.75,4670.5,Indonesia Bagian Barat,6.995,0.314,78.39,78.76,54.27,49126.07467,70.805,231321163.3,5470.8,17539.04,6765.64,10773.4
KALIMANTAN TENGAH,2015,63.23296791,31619.18,25.39,0.886893731,0.4556,3.84,68.53,17630,5089.59,Indonesia Bagian Barat,5.925,0.313,35.88,57.01,47.28,23015.54237,69.58,100063520.1,2497.3,12940.1,11670,1270.1
KALIMANTAN TENGAH,2016,67.73375091,32899.58,25.47,0.896309065,0.4135,4.245,69.13,19041.42,5271.95,Indonesia Bagian Barat,5.51,0.3385,50.97,61.26,52.42,24532.07063,69.585,111967018.5,2550.2,13771.44,5592.34,8179.1
KALIMANTAN TENGAH,2017,67.43493781,34370.63,25.7,0.910942468,0.4567,3.68,69.79,19240.76,4588.43,Indonesia Bagian Barat,5.315,0.335,45.46,63.9,56.48,26374.03191,69.595,125817074.2,2605.3,11563.1,8525.3,3037.8
KALIMANTAN TENGAH,2018,69.68095063,35548.43,28.17,0.951992527,0.4763,3.525,70.42,20425.63,4734.98,Indonesia Bagian Barat,5.135,0.343,52.55,65.38,53.47,27685.00025,69.645,138616134.7,2660.2,22183.5,9091.9,13091.6
KALIMANTAN TENGAH,2019,73.33131523,37870.47,27.14,0.914370892,0.4898,3.625,70.91,21609.29,4840.84,Indonesia Bagian Barat,4.895,0.3375,69.23,73.27,50.01,30128.33283,69.695,150046095.6,2714.9,12844.4,4252.5,8591.9
KALIMANTAN TENGAH,2020,72.15564398,37148.73,26.44,0.868523286,0.442,3.955,71.05,20594.66,3941.06,Indonesia Bagian Barat,5.04,0.3245,72.31,74.91,60.77,32990.90734,69.75,152187394.3,2670,6267.44,2557.44,3710
KALIMANTAN TENGAH,2021,75.57070737,37856.42,22.57,0.884669264,0.445,4.39,71.25,20733.81,3810.78,Indonesia Bagian Barat,5.16,0.3215,73.77,77.05,61.04,38111.88645,69.805,170001210.9,2702.2,8732.3,2372.5,6359.8
KALIMANTAN SELATAN,2015,56.31869026,27786.68,39.27,1.339614074,0.4148,4.875,68.38,21657.71,6080.31,Indonesia Bagian Barat,4.855,0.3435,60.13,62.23,44.85,20559.26702,67.84,137056121.4,3990.7,14075.4,12015,2060.4
KALIMANTAN SELATAN,2016,58.52027885,28540.05,34.35,1.269377046,0.3781,4.54,69.05,23236.43,6408.49,Indonesia Bagian Barat,4.685,0.3415,60.89,58.63,52.91,21793.56096,67.88,146090434.7,4055.5,9579.78,3416.78,6163
KALIMANTAN SELATAN,2017,58.68494404,29578.79,33.45,1.319940892,0.3898,4.15,69.65,22629.32,5033.99,Indonesia Bagian Barat,4.715,0.347,58.09,60.62,56.75,23171.07568,67.965,159104555,4119.8,6224.44,3242.54,2981.9
KALIMANTAN SELATAN,2018,60.01607487,30614.85,33.26,1.341076118,0.3992,4.035,70.17,22957.18,4531.48,Indonesia Bagian Barat,4.595,0.342,62.76,62.67,61.09,24458.19587,68.175,171684055.9,4182.7,11706.48,1731.28,9975.2
KALIMANTAN SELATAN,2019,60.81619097,31611.46,35.07,1.313015174,0.4318,3.795,70.72,26125.86,5789.96,Indonesia Bagian Barat,4.51,0.332,76.56,69.45,59.52,25837.61031,68.5,180557639.2,4244.1,15654.5,5593.5,10061
KALIMANTAN SELATAN,2020,59.86133385,32210.58,34.88,1.179225188,0.3918,4.205,70.91,25101.25,4126.63,Indonesia Bagian Barat,4.605,0.3415,81.17,70.36,63.05,25787.63872,68.69,179094106.6,4073.6,7753.82,3467.52,4286.3
KALIMANTAN SELATAN,2021,64.45723312,32846.66,32.02,1.365805978,0.4037,4.64,71.28,25292.58,4400.78,Indonesia Bagian Barat,4.695,0.3275,81.43,76.4,63.59,26827.75881,68.88,192576581.2,4122.6,12715.02,1711.12,11003.9
KALIMANTAN TIMUR,2015,287.912549,128603.13,21.98,1.606433534,0.6034,7.335,74.17,38115.59,13080.3,Indonesia Bagian Barat,6.165,0.3155,68.83,78.13,67.56,38979.23556,73.705,505105062.1,3431.3,39378.8,29767.5,9611.3
KALIMANTAN TIMUR,2016,291.8650361,125385.5,21.76,1.62998822,0.5525,8.405,74.59,28184.68,7054.85,Indonesia Bagian Barat,6.055,0.3215,76.76,78.93,66.76,41847.43678,73.72,508880236.5,3501.2,22497.62,15612.52,6885.1
KALIMANTAN TIMUR,2017,294.8890039,126625.19,23.92,1.647561603,0.5996,7.73,75.12,26422.78,5342.67,Indonesia Bagian Barat,6.135,0.3315,72.83,82.75,67.72,47211.91354,73.74,591903487,3575.4,28073.36,17093.16,10980.2
KALIMANTAN TIMUR,2018,273.5364721,127354.19,27.81,1.651515289,0.5884,6.6,75.83,30825.74,7535.2,Indonesia Bagian Barat,6.045,0.342,79.19,81.26,68.73,50147.99375,74,635498679.8,3648.8,33814.5,7872.5,25942
KALIMANTAN TIMUR,2019,274.6555437,134410.55,27.28,1.658672948,0.5824,6.295,76.61,37475.53,9344.15,Indonesia Bagian Barat,5.925,0.3325,89.27,83.54,64.74,51899.64672,74.27,652480257.4,3721.4,34867,12915,21952
KALIMANTAN TIMUR,2020,256.43235,125807.52,22.65,1.666905334,0.5286,6.795,76.24,33970.7,7477.51,Indonesia Bagian Barat,6.37,0.3315,89.17,85.51,71.63,53468.74931,74.375,607586183.1,3766,31377.2,5443.2,25934
KALIMANTAN TIMUR,2021,275.4981355,127171.08,21.32,1.688106466,0.5351,6.82,76.88,34207.41,7428.35,Indonesia Bagian Barat,6.405,0.3325,89.77,85.8,74.26,58922.8999,74.65,695158330.3,3808.2,41177.32,10879.92,30297.4
KALIMANTAN UTARA,2015,182.6671447,76823.46,23.65,1.297141637,0.5682,5.735,68.76,8591.32,2820.99,Indonesia Bagian Barat,6.28,0.304,48.4,84.59,47.64,10599.1101,72.375,61722392.31,644.5,3808.05,2886.25,921.8
KALIMANTAN UTARA,2016,185.3704428,76635.46,22.38,1.309300398,0.5698,4.575,69.2,8401.05,2409.11,Indonesia Bagian Barat,6.61,0.3025,64.68,82.69,58.6,11568.45847,72.395,66041813.24,666.3,5548.66,2202.96,3345.7
KALIMANTAN UTARA,2017,177.1773265,78918.57,28.41,1.315859828,0.5776,5.355,69.84,7786.9,1964.51,Indonesia Bagian Barat,7.09,0.3105,66.59,83.78,57.43,12548.19609,72.42,76927567.04,691.1,2835,1981.7,853.3
KALIMANTAN UTARA,2018,177.2182899,80204.84,31.09,1.33263835,0.5705,4.905,70.56,7533.81,1653.25,Indonesia Bagian Barat,6.975,0.3035,71.75,88.3,58.22,13754.1491,72.445,85548942.68,716.4,2258.62,901.82,1356.8
KALIMANTAN UTARA,2019,189.009808,88299.52,27.84,1.403476008,0.5331,5.165,71.15,7801.22,1538.01,Indonesia Bagian Barat,6.56,0.296,77.2,87.9,61.1,15312.91181,72.485,96509929.57,742.2,5626.4,1225.5,4400.9
KALIMANTAN UTARA,2020,183.0835572,86823.59,26.04,1.454010434,0.4907,5.34,70.63,8421.25,1648.03,Indonesia Bagian Barat,7.105,0.296,82.09,89.5,67.77,16567.02864,72.535,100509859.6,701.8,3220.16,984.96,2235.2
KALIMANTAN UTARA,2021,189.3595872,88510.41,25.18,1.564078732,0.4926,4.625,71.19,7977.26,1240.56,Indonesia Bagian Barat,7.095,0.2885,79.8,86.8,62.3,18082.24523,72.585,110668941.6,713.6,5741.6,1949.1,3792.5
SULAWESI UTARA,2015,65.34992806,29196.47,27.31,0.563699377,0.4045,8.86,70.39,13835.51,3548.22,Indonesia Bagian Timur,8.815,0.367,66.79,71.53,55.5,19769.20839,71.03,91145677.83,2409.7,1370.6,1100,270.6
SULAWESI UTARA,2016,68.50470091,30679.97,25.79,0.586296088,0.3868,7,71.05,16117.54,4285.03,Indonesia Bagian Timur,8.27,0.3825,75.27,70.22,72.33,21828.44117,71.04,100513842.9,2436.9,10313.96,5244.36,5069.6
SULAWESI UTARA,2017,67.25043173,32297.08,26.67,0.550875782,0.4454,6.65,71.66,16593.35,3986.21,Indonesia Bagian Timur,8,0.395,71.93,73.29,67.46,23713.17273,71.06,110116731.8,2461,7910.77,6422.57,1488.2
SULAWESI UTARA,2018,70.09507184,33911.61,29.01,0.569809285,0.4439,6.235,72.2,16789.76,3404.71,Indonesia Bagian Timur,7.695,0.383,75.23,76.2,70.02,25037.16768,71.28,119512684,2484.4,8285.16,3965.06,4320.1
SULAWESI UTARA,2019,77.42723448,35687.44,28.85,0.53915442,0.4519,5.59,72.99,17503.16,3268.38,Indonesia Bagian Timur,7.585,0.373,82.36,90.81,67.58,27101.98528,71.63,130126510,2507,11567.1,3307.5,8259.6
SULAWESI UTARA,2020,75.07087346,33670.44,24.98,0.504219416,0.3954,6.355,72.93,17236.43,2899.7,Indonesia Bagian Timur,7.7,0.369,85.49,90.31,73.79,28471.83265,71.745,132230056.9,2621.9,5247.68,2242.08,3005.6
SULAWESI UTARA,2021,80.54859809,34787.33,22.09,0.531098495,0.393,7.17,73.3,1663.05,2760.88,Indonesia Bagian Timur,7.565,0.362,84.85,91.65,68.56,30059.56559,71.805,142600019.6,2638.6,5948.86,2468.86,3480
SULAWESI TENGAH,2015,59.82084343,28778.64,29.21,0.709537935,0.3337,3.545,66.76,15074.08,3300.97,Indonesia Bagian Timur,14.365,0.372,55.37,61.49,45.84,33643.74141,67.3,107573474.4,2878,14533.4,13565,968.4
SULAWESI TENGAH,2016,63.07053406,31151.08,26.14,0.980905017,0.3355,3.375,67.47,17410.22,4063.14,Indonesia Bagian Timur,14.27,0.3545,59.94,62.15,61.79,35538.27846,67.335,120030006.8,2921.7,23005.31,21924.11,1081.2
SULAWESI TENGAH,2017,64.51947343,32860.48,29.8,0.967356769,0.3194,3.39,68.11,17962.03,3798.58,Indonesia Bagian Timur,14.18,0.35,61.12,67.1,62.73,38822.55008,67.345,133951157,2966.3,22486.18,20556.48,1929.7
SULAWESI TENGAH,2018,75.76880646,39049.35,31.44,1.586325047,0.3334,3.245,68.88,18252.57,3357.72,Indonesia Bagian Timur,13.85,0.3315,64.15,71.13,53.84,41722.83102,67.805,167135768.8,3010.4,17499.06,9010.16,8488.9
SULAWESI TENGAH,2019,84.02159172,42054.5,32.32,1.656059035,0.3703,3.285,69.5,20051.4,4273.37,Indonesia Bagian Timur,13.33,0.33,71.95,83.42,52,43091.99048,68.29,185740087.2,3054,31513.8,27075,4438.8
SULAWESI TENGAH,2020,86.17213577,45052.32,26.16,1.956461607,0.3263,3.35,69.55,20990.65,3265.28,Indonesia Bagian Timur,12.99,0.3235,74.61,84.6,57.68,42961.6904,68.745,197440782.7,2985.7,30878.9,25617.6,5261.3
SULAWESI TENGAH,2021,98.80230927,49588.29,25.72,2.265973477,0.3268,3.74,69.79,20104.45,2866.09,Indonesia Bagian Timur,12.59,0.321,76.06,88.51,61.16,46611.09903,68.88,246987356.7,3021.9,42696.56,39684.26,3012.3
SULAWESI SELATAN,2015,70.89719014,29435.92,26.3,0.485263946,0.3695,5.88,69.15,33586.35,7547.11,Indonesia Bagian Timur,9.755,0.414,72.36,72.07,50.85,78781.76439,69.845,340390214.3,8520.8,12131.55,2916.25,9215.3
SULAWESI SELATAN,2016,75.21064978,31302.53,23.58,0.294778533,0.3511,4.955,69.76,38848.46,9477.57,Indonesia Bagian Timur,9.32,0.413,76.51,73.42,59.56,88344.95452,69.89,377108906.5,8606.4,8437.85,5103.25,3334.6
SULAWESI SELATAN,2017,75.97559827,33234.11,24.7,0.233438432,0.3763,5.19,70.34,40456.35,8644.31,Indonesia Bagian Timur,9.43,0.418,76.73,76.34,63.82,96109.87091,69.91,415588201,8690.3,11449.64,9480.24,1969.4
SULAWESI SELATAN,2018,73.68019248,35243.64,29.32,0.217675377,0.3668,4.99,70.9,41656.24,7832.45,Indonesia Bagian Timur,8.965,0.3925,79.61,77.93,56.86,104097.0676,70.15,461774735.8,8772,11546.38,8270.48,3275.9
SULAWESI SELATAN,2019,79.21667278,37474.29,30.12,0.194762284,0.3945,4.86,71.66,42962.09,7824.08,Indonesia Bagian Timur,8.625,0.3905,87.8,89.38,60.97,107655.0813,70.48,504320725.1,8851.2,10211.6,4539,5672.6
SULAWESI SELATAN,2020,79.30415636,36246.26,28.91,0.201780723,0.3578,6.005,71.93,42320.19,6811.54,Indonesia Bagian Timur,8.855,0.3855,88.96,90.84,66.22,109460.083,70.62,504059368.4,9073.5,12541.84,3399.84,9142
SULAWESI SELATAN,2021,82.21665154,37573.32,28.03,0.213388256,0.3676,5.755,72.24,42156.81,6618.84,Indonesia Bagian Timur,8.655,0.3795,91.57,91.18,69.43,122974.9526,70.71,545230029.1,9139.5,16601.4,4526,12075.4
SULAWESI TENGGARA,2015,64.83984688,29202.7,25.86,0.26721749,0.3048,4.585,68.75,14239.14,4421.64,Indonesia Bagian Timur,13.32,0.39,63.62,77.19,61.52,21076.02928,70.48,87714475.09,2502.7,3827.9,1812.5,2015.4
SULAWESI TENGGARA,2016,66.66447648,30476.39,26.84,0.232860554,0.3147,3.25,69.31,16969.84,5385.43,Indonesia Bagian Timur,12.825,0.395,68.26,75.82,67.12,23581.14221,70.505,96994760.52,2551,6946.77,5152.57,1794.2
SULAWESI TENGGARA,2017,67.92926907,31894.42,24.1,0.276467993,0.3629,3.22,69.86,17862.75,4810.4,Indonesia Bagian Timur,12.39,0.399,69.52,79.83,67.75,25869.13786,70.52,107423447.8,2602.4,12365.6,9216.9,3148.7
SULAWESI TENGGARA,2018,67.79318592,33278.66,27.81,0.442427859,0.3691,2.98,70.61,18160.81,4529.73,Indonesia Bagian Timur,11.475,0.4005,69.9,80.95,67.67,28293.34327,70.77,118066606.7,2653.7,10620.26,9016.86,1603.4
SULAWESI TENGGARA,2019,71.788144,35309.9,28.48,0.576427267,0.3745,3.2,71.2,19882.1,5241.62,Indonesia Bagian Timur,11.14,0.3965,79.75,89.66,64.26,30660.90154,71.16,129225147.5,2704.7,18642.6,14815.5,3827.1
SULAWESI TENGGARA,2020,70.700489,35709.02,29.23,0.823661819,0.3541,3.84,71.45,19571.59,4358.99,Indonesia Bagian Timur,11.345,0.3885,82.38,92.49,68.28,31419.74774,71.34,130178026.1,2624.9,21133.54,18267.84,2865.7
SULAWESI TENGGARA,2021,73.51444129,36581.89,25.8,1.255761106,0.3719,4.07,71.66,20224.47,5181.78,Indonesia Bagian Timur,11.7,0.392,85.62,91.94,70.65,33091.15826,71.36,139057828.2,2659.2,27935.1,23600.9,4334.2
GORONTALO,2015,42.62962487,19474.13,37.43,0.664682512,0.3714,3.855,65.86,6081.02,1320.68,Indonesia Bagian Timur,18.24,0.4105,54.96,66.47,44.67,10542.86329,67.17,28493416.95,1133.6,180.55,86.25,94.3
GORONTALO,2016,43.40735374,20427.46,33.69,0.603469499,0.3969,3.32,66.29,6829.37,1361.54,Indonesia Bagian Timur,17.675,0.4145,59.85,71.59,50.79,11799.31161,67.19,31697555.69,1150.8,2376.49,173.99,2202.5
GORONTALO,2017,44.13088749,21477.78,34.43,0.58561209,0.3949,3.965,67.01,7218.4,1270.25,Indonesia Bagian Timur,17.395,0.4175,58.75,75,55.3,13127.2678,67.21,34537683.34,1168.2,1437.69,549.29,888.4
GORONTALO,2018,43.46590163,22538.55,36.95,0.606573032,0.3822,3.54,67.71,7637.81,1325.66,Indonesia Bagian Timur,16.32,0.41,64.3,78.99,52.39,14580.02431,67.52,37731386.37,1185.5,3213.52,546.72,2666.8
GORONTALO,2019,45.89439277,24167.56,36.97,0.578105538,0.4134,3.505,68.49,8090.3,1338.82,Indonesia Bagian Timur,15.415,0.41,74.57,94.19,50.87,16018.13306,67.975,41145449.91,1202.6,3413.9,2569.5,844.4
GORONTALO,2020,49.08363232,24313.24,32.19,0.548170846,0.3788,3.785,68.68,7619.61,1054.57,Indonesia Bagian Timur,15.405,0.407,75.68,94.16,55.35,16188.12313,68.115,41729772.04,1171.7,1657.04,973.44,683.6
GORONTALO,2021,49.74147752,24649.65,31.06,0.583304202,0.3761,3.21,69,7858.45,1200.41,Indonesia Bagian Timur,15.51,0.4085,78.58,94.57,53.73,17085.46431,68.24,43896365.58,1181,2143.1,1138.8,1004.3
SULAWESI BARAT,2015,40.82393695,20250.51,29.6,0.994592397,0.2632,2.58,62.96,6381.74,1807.03,Indonesia Bagian Timur,12.15,0.3625,51.21,53.89,39.29,13850.63787,64.27,32987549.91,1281.7,1128.8,25,1103.8
SULAWESI BARAT,2016,44.10257048,21067.91,26.73,0.95935763,0.2985,3.025,63.6,7451.32,2231.09,Indonesia Bagian Timur,11.465,0.3675,59.81,58.99,53.45,14907.58724,64.345,35945201.73,1306.5,366.32,282.22,84.1
SULAWESI BARAT,2017,47.02948739,22001.01,25.74,0.901294431,0.3158,3.095,64.3,7642.12,1977.59,Indonesia Bagian Timur,11.24,0.3465,59.48,60.66,56.17,16400.3693,64.375,39497407.1,1331,811.82,151.62,660.2
SULAWESI BARAT,2018,46.62111967,22953.08,29.47,0.912882257,0.2531,2.67,65.1,7594.61,1666.16,Indonesia Bagian Timur,11.235,0.368,63.21,62.98,37.65,18324.02494,64.615,43457831.66,1355.6,3475.18,330.98,3144.2
SULAWESI BARAT,2019,48.24402485,24163.56,26.77,0.900276084,0.2809,2.135,65.73,8320.94,1834.57,Indonesia Bagian Timur,10.985,0.3675,73.39,71.5,48.2,19241.09999,64.87,46365789.57,1380.3,1338.7,151.5,1187.2
SULAWESI BARAT,2020,47.47865824,22652.43,26.29,0.825041014,0.2737,2.855,66.11,7868.75,1420.64,Indonesia Bagian Timur,11.185,0.36,77.07,72.75,56.6,19950.97013,65.11,46427581.98,1419.2,346.5,93.6,252.9
SULAWESI BARAT,2021,47.38117923,22879.78,25.86,0.824431857,0.272,3.205,66.36,7708.83,1339.13,Indonesia Bagian Timur,11.57,0.361,80.12,78.35,56.22,21978.1665,65.29,50341228.8,1436.8,481.44,86.14,395.3
MALUKU,2015,37.48026278,14740.38,17.59,0.829690619,0.3198,8.325,67.05,10987.51,2908.52,Indonesia Bagian Timur,19.435,0.339,60.02,64.96,58.59,8276.649359,65.345,34345956.2,1690.3,1030,1030,
MALUKU,2016,38.53015001,15321.18,17.67,0.817794543,0.3576,7.015,67.6,12861.06,3482.12,Indonesia Bagian Timur,19.22,0.346,66.81,67.2,72.87,8844.786981,65.39,37054407.62,1715.5,1417.02,1405.62,11.4
MALUKU,2017,39.20990131,15942.45,19.09,0.771239157,0.3718,8.53,68.19,13620.84,3223.99,Indonesia Bagian Timur,18.37,0.332,63.29,68.34,73.58,9491.966118,65.44,39881545.47,1744.7,2871.9,2819.6,52.3
MALUKU,2018,38.77071101,16607.02,19.99,0.685666658,0.3563,7.01,68.87,13946.63,3193.26,Indonesia Bagian Timur,17.985,0.3345,69.05,76.47,66.42,10044.63442,65.63,43047090.66,1773.8,1120.7,107.2,1013.5
MALUKU,2019,41.09217005,17556.86,19.37,0.629738466,0.3802,6.65,69.45,14064.7,2842.29,Indonesia Bagian Timur,17.67,0.32,70,90.83,67.82,10777.42355,65.87,46152817.52,1802.9,778.2,495,283.2
MALUKU,2020,41.66381385,16687.79,18.55,0.503505303,0.3344,7.14,69.49,13373.23,2428.86,Indonesia Bagian Timur,17.715,0.322,75.06,91.68,70.55,11103.02018,66.025,46262452.53,1848.9,3019.28,2544.48,474.8
MALUKU,2021,40.64877035,17019.39,16.42,0.441889192,0.3559,6.83,69.71,13736.4,2825.19,Indonesia Bagian Timur,17.085,0.315,76.77,93.21,68.12,11280.02247,66.14,48564217.18,1862.6,3133.88,194.18,2939.7
